NAME,AIaaS Stack Level,Category,Industry,Sub-Category,Description,URL,Source(s),,,,,,
DeepMind Gopher,Auto-MLOps,Foundation Models,N/A,,DeepMind is a cutting edge artificial intelligence company. The company combines the best techniques from machine learning and systems neuroscience to build powerful general-purpose learning algorithms.,https://www.deepmind.com/blog/language-modelling-at-scale-gopher-ethical-considerations-and-retrieval,Firstmark 2023,,,,,,
Google Bard,Auto-MLOps,Foundation Models,N/A,,,https://blog.google/technology/ai/bard-google-ai-search-updates/,Firstmark 2023,,,,,,
Google Research Imagen,Auto-MLOps,Foundation Models,N/A,,,https://imagen.research.google/,Firstmark 2023,,,,,,
Google Research LaMDA,Auto-MLOps,Foundation Models,N/A,,,https://blog.google/technology/ai/lamda/,Firstmark 2023,,,,,,
Google Research PaLM,Auto-MLOps,Foundation Models,N/A,,,https://ai.googleblog.com/2022/04/pathways-language-model-palm-scaling-to.html,Firstmark 2023,,,,,,
Google Research Parti,Auto-MLOps,Foundation Models,N/A,,,https://parti.research.google/,Firstmark 2023,,,,,,
Meta AI Make-a-video,Auto-MLOps,Foundation Models,N/A,,,https://makeavideo.studio/,Firstmark 2023,,,,,,
Meta AI Opt-175B,Auto-MLOps,Foundation Models,N/A,,,https://ai.facebook.com/blog/democratizing-access-to-large-scale-language-models-with-opt-175b/,Firstmark 2023,,,,,,
Midjourney Model,Auto-MLOps,Foundation Models,N/A,,"Midjourney is an independent research lab. It produces a proprietary artificial intelligence program that creates images from textual descriptions. It is based in San Francisco, California.",https://midjourney.com/home/?callbackUrl=%2Fapp%2F,Firstmark 2023,,,,,,
Nvidia Megatron-Turing,Auto-MLOps,Foundation Models,N/A,,,https://developer.nvidia.com/megatron-turing-natural-language-generation,Firstmark 2023,,,,,,
OpenAI ChatGPT,Auto-MLOps,Foundation Models,N/A,,"OpenAI is an AI research and deployment company that discovers and enacts the path to safe artificial general intelligence. Focused on generative AI, the company is the creator of GPT, Dall-E, and chatGPT. Its Generative Pre-trained Transformer (GPT) products offer a large language model (LLM) that uses deep learning to produce human-like text. The company was founded in 2015 and is based in San Francisco, California.",https://openai.com/blog/chatgpt/,Firstmark 2023,,,,,,
OpenAI Codex,Auto-MLOps,Foundation Models,N/A,,"OpenAI is an AI research and deployment company that discovers and enacts the path to safe artificial general intelligence. Focused on generative AI, the company is the creator of GPT, Dall-E, and chatGPT. Its Generative Pre-trained Transformer (GPT) products offer a large language model (LLM) that uses deep learning to produce human-like text. The company was founded in 2015 and is based in San Francisco, California.",https://openai.com/blog/openai-codex/,Firstmark 2023,,,,,,
OpenAI DallE 2,Auto-MLOps,Foundation Models,N/A,,"OpenAI is an AI research and deployment company that discovers and enacts the path to safe artificial general intelligence. Focused on generative AI, the company is the creator of GPT, Dall-E, and chatGPT. Its Generative Pre-trained Transformer (GPT) products offer a large language model (LLM) that uses deep learning to produce human-like text. The company was founded in 2015 and is based in San Francisco, California.",https://openai.com/dall-e-2/,Firstmark 2023,,,,,,
OpenAI Glide,Auto-MLOps,Foundation Models,N/A,,,https://gpt3demo.com/apps/openai-glide,Firstmark 2023,,,,,,
OpenAI GPT3,Auto-MLOps,Foundation Models,N/A,,"OpenAI is an AI research and deployment company that discovers and enacts the path to safe artificial general intelligence. Focused on generative AI, the company is the creator of GPT, Dall-E, and chatGPT. Its Generative Pre-trained Transformer (GPT) products offer a large language model (LLM) that uses deep learning to produce human-like text. The company was founded in 2015 and is based in San Francisco, California.",https://openai.com/blog/gpt-3-apps/,Firstmark 2023,,,,,,
Robust Intelligence,Auto-MLOps,MultiOps,N/A,"Performance Monitoring (explainability, bias, performance), open source","Robust Intelligence builds products that integrate seamlessly into the AI development life cycle to ensure robustness and reliability. Its customers include technology companies, financial institutions, and government agencies.",https://www.robustintelligence.com/,Firstmark 2023,,,,,,
Graphext,AutoML,AutoML Platform,N/A,Business Analytics (No Code),"Graphext is a no-code platform for business intelligence helping you to 
build powerful data science projects.",https://www.graphext.com/,FirstMark,,,,,,
Blue Prism,AutoML,AutoML Platform,N/A,Large Scale Solutions,"SS&C | Blue Prism® develops Intelligent Robotic Process Automation (RPA) 
software to provide businesses with a more secure, agile and smart digital 
workforce.",http://www.blueprism.com/,FirstMark,,,,,,
co:here,AutoML,AutoML Platform,N/A,Large Scale Solutions,co:here offers NLP models and LLMs as a service.,https://cohere.ai/,BWGAI,,,,,,
Google Cloud Vision,AutoML,AutoML Platform,N/A,Large Scale Solutions (Computer Senses),"Use our game-changing fully managed development environment Vertex AI Vision to create your own computer vision applications or derive insights from images and videos with pre-trained APIs, AutoML, or custom models.",https://cloud.google.com/vision/,FirstMark,,,,,,
MyDataModels,AutoML,AutoML Platform,N/A,No Code,"MyDataModels makes machine learning accessible for every professional. 
Build predictive models in a few clicks from your Small Data.",https://www.mydatamodels.com/,FirstMark,,,,,,
Narrator,AutoML,AutoML Platform,N/A,Search (No Code),"Narrator is a fundamentally new approach to data: answer any question 
without having to build a new model or update SQL.",https://www.narrator.ai/,FirstMark,,,,,,
Nara Logics,AutoML,AutoML Platform,N/A,Business analytics,"We help build AI Advisors. Nara Logics Synaptic Intelligence Platform helps enterprises build AI advisors, learning from across disparate data to drive better business outcomes:",https://naralogics.com/,FirstMark,,,,,,
MindMeld,AutoML,AutoML Platform,N/A,Conversational AI,Conversational AI platform for deep-domain voice interfaces and chatbots,https://www.mindmeld.com/,FirstMark,,,,,,
Cogito,AutoML,AutoML Platform,N/A,Conversational AI,"Cogito combines emotion and conversation AI into an innovative platform 
that provides real-time coaching, supervisor visibility, and CX monitoring.",https://www.cogitocorp.com/,"FirstMark, CAI",,,,,,
QuickChat,AutoML,AutoML Platform,N/A,Conversational AI,* Technology to build AI Assistants that talk like a human,https://www.quickchat.ai/,"ScaleVP, BWGAI",,,,,,
Amazon Alexa,AutoML,AutoML Platform,N/A,Conversational AI,"Alexa is Amazon's cloud-based voice service that allows voice developers to 
create and manage their voice apps and integrate them with Alexa-related 
smart devices. Visit the Alexa Developer site to view a comprehensive 
tutorial.",https://developer.amazon.com/alexa,FirstMark,,,,,,
OneReach.AI,AutoML,AutoML Platform,N/A,Conversational AI,"The second generation of a conversational AI platform. The fastest way to 
create great conversational experiences in any channel, using any of the 
top AI engines.",onereach.ai,CAI,,,,,,
Cohere,AutoML,AutoML Platform,N/A,Conversational AI,"Cohere's founding team comes with ties to Google Brain's Geoffrey Hinton, a “godfather of deep learning” at the University of Toronto. The startup focuses on natural language processing and offers a backend toolkit for companies to integrate it in different ways. For example, its API enables users to design tools for language comprehension, like customer service chatbots, or language generation, in which Cohere's technology writes coherent sentences or even long-form essays based on a few keywords. The startup was founded in 2021 and aims to move fast, as evidenced by a $125 million round led by Tiger Global earlier this year.",,FORBES50,,,,,,
VoiceFlow,AutoML,AutoML Platform,N/A,"conversational AI, collaborative development","Voiceflow is the collaboration tool where conversational AI teams design, 
prototype, and launch amazing conversational experiences - together, 
faster, at scale.",voiceflow.com,CAI,,,,,,
BotPress,AutoML,AutoML Platform,N/A,Conversational Application,"Botpress is a modern developer stack to build enterprise and open-source 
chatbots. Learn about our conversational AI platform built for developers.",botpress.com,CAI,,,,,,
Core ML,AutoML,AutoML Platform,N/A,data --> model,Core ML applies a machine learning algorithm to a set of training data to create a model.,https://developer.apple.com/documentation/coreml,FirstMark,,,,,,
Explorium,AutoML,AutoML Platform,N/A,Data Source,"External data enrichment tool that unlock the ability to build more 
impactful models to empower better business decisions",http://explorium.ai/,FirstMark,,,,,,
Veritone,AutoML,AutoML Platform,N/A,Data Source,"Transform your operations, and solve the complexities of digital 
information today with our innovative, customized AI solutions and 
enterprise AI platform.",http://veritone.com,FirstMark,,,,,,
Affectiva,AutoML,AutoML Platform,N/A,Emotion recoginition,Emotion Recognition Software and Analysis,https://www.affectiva.com/,FirstMark,,,,,,
Neuromation,AutoML,AutoML Platform,N/A,end to end support,"More than an MLOps platform. Receive end-to-end AI implementation services. 
From adoption advisory to custom infrastructure setup, we can support you 
at every leg of your transformative journey.",https://neuromation.io/,FirstMark,,,,,,
IMerit,AutoML,AutoML Platform,N/A,end to end support,"Data annotation solution for production of high-quality AI training models. 
Talk to an iMerit expert today to learn more about our text, voice, image, 
and video solution.",https://imerit.net/,FirstMark,,,,,,
Diveplane,AutoML,AutoML Platform,N/A,End-to-End Automation,"AI for Finance, Healthcare, Supply Chain, Commercial Real Estate, Defense",http://diveplane.com,FirstMark,,,,,,
Iguazio,AutoML,AutoML Platform,N/A,End-to-End Automation,"The Iguazio MLOps Platform automates your machine learning pipeline, 
transforming AI projects into real-world business outcomes.",http://iguazio.com,FirstMark,,,,,,
Snorkel,AutoML,AutoML Platform,N/A,End-to-End Automation,"The first data-centric artificial intelligence (AI) platform powered by 
state-of-the-art techniques in programmatic data labeling and weak 
supervision. Turning data into accurate and adaptive AI applications--fast.",http://snorkel.ai/,FirstMark,,,,,,
DataRobot,AutoML,AutoML Platform,N/A,End-to-End Automation,"DataRobot is the AI Cloud leader, delivering a unified platform for all 
users, all data types, and all environments to accelerate delivery of AI to 
production for every organization. DataRobot is trusted by global customers 
across industries and verticals, including a third of the Fortune 50, 
delivering over a trillion predictions for leading companies around the 
world.",http://www.datarobot.com/,FirstMark,,,,,,
H2O.ai,AutoML,AutoML Platform,N/A,End-to-End Automation,"H2O AI Cloud, an advanced AI cloud platform, is designed to run with accuracy, speed, and transparency. Get started now with 90 days, completely free.",http://www.h2o.ai,FirstMark,,,,,,
Saagie,AutoML,AutoML Platform,N/A,End-to-End Automation,"Discover the DataOps Saagie platform, a collaborative workspace,
turnkey, dedicated to your data teams. Saagie adapts to your different
needs, teams, sectors, maturity, in order to accelerate the deployment of
your data projects.""",http://www.saagie.com,FirstMark,,,,,,
Algolytics,AutoML,AutoML Platform,N/A,End-to-End Automation,"Grow your business through innovative applications of Location Intelligence, Predictive Analytics, Machine Learning, Big Data & Stream Based Modeling.",https://algolytics.com/,FirstMark,,,,,,
BigML,AutoML,AutoML Platform,N/A,End-to-End Automation,"Machine Learning made beautifully simple for everyone. Take your business 
to the next level with the leading Machine Learning platform.",https://bigml.com/,FirstMark,,,,,,
Cloud AutoML,AutoML,AutoML Platform,N/A,End-to-End Automation,"Cloud AutoML helps you easily build high quality custom machine learning 
models with limited machine learning expertise needed.",https://cloud.google.com/automl/,FirstMark,,,,,,
Continual,AutoML,AutoML Platform,N/A,End-to-End Automation,"Continual is the easiest way to build predictive models – from customer 
churn to inventory forecasts – on the modern data stack. Try Continual for 
free.",https://continual.ai/,FirstMark,,,,,,
DAGsHUB,AutoML,AutoML Platform,N/A,End-to-End Automation,"DAGsHub is where people create data science projects. Use DAGsHub to 
discover, reproduce and contribute to your favorite data science projects.",https://dagshub.com/,FirstMark,,,,,,
Datagrok,AutoML,AutoML Platform,N/A,End-to-End Automation,"Datagrok helps you unlock the value of your organization's complex data by empowering non-technical users to discover, cleanse, visualize, explore, model data themselves, and share these results.",https://datagrok.ai/,FirstMark,,,,,,
deepsense.ai (fka deepsense.io),AutoML,AutoML Platform,N/A,End-to-End Automation,"deepsense.ai helps companies gain competitive advantage by providing 
AI-based end-to-end solutions, with the main focus on computer vision, 
predictive analytics and natural language processing.",https://deepsense.ai/,FirstMark,,,,,,
Dolphyn,AutoML,AutoML Platform,N/A,End-to-End Automation,"Pull in data from anywhere, instantly",https://dolphyn.io/,FirstMark,,,,,,
dotData,AutoML,AutoML Platform,N/A,End-to-End Automation,The Feature Discovery Platform,https://dotdata.com/,FirstMark,,,,,,
Gradient,AutoML,AutoML Platform,N/A,End-to-End Automation,"From exploration to production, Gradient enables individuals and teams to 
quickly develop, track, and collaborate on Deep Learning models.",https://gradient.run/,FirstMark,,,,,,
LatticeFlow,AutoML,AutoML Platform,N/A,End-to-End Automation,"We empower ML teams to deliver robust, performant, and trustworthy AI 
models by auto-diagnosing and improving your data and models.",https://latticeflow.ai/,FirstMark,,,,,,
Neu.ro,AutoML,AutoML Platform,N/A,End-to-End Automation,"Neuro MLOps platform provides complete solution and management of the 
infrastructure and processes you need for successful ML development at 
scale.",https://neu.ro/,FirstMark,,,,,,
Picsell.ia,AutoML,AutoML Platform,N/A,End-to-End Automation,"Integrate every stage of your computer vision project's life cycle with one 
complete MLOps development stack. Annotate, build and deploy models, repeat.",https://picsellia.com/,FirstMark,,,,,,
Azure ML Studio,AutoML,AutoML Platform,N/A,End-to-End Automation,"Azure Machine Learning Studio is a GUI-based integrated development 
environment for constructing and operationalizing Machine Learning workflow 
on Azure.",https://studio.azureml.net/,FirstMark,,,,,,
Valohai,AutoML,AutoML Platform,N/A,End-to-End Automation,"Valohai is the MLOps platform purpose-built for Pioneers. With Valohai, ML 
Pioneers push machine learning to completely new frontiers.",https://valohai.com/,FirstMark,,,,,,
Aible,AutoML,AutoML Platform,N/A,End-to-End Automation,"Aible is the only Enterprise AI solution that guarantees impact in one 
month. Discover how Aible's cloud based AI solution can help you deliver 
your AI project results fast.",https://www.aible.com/,FirstMark,,,,,,
Akira AI,AutoML,AutoML Platform,N/A,End-to-End Automation,"Accelerating AI and MLOps Adoption For Enterprises with Secure, 
Customizable Edge AI and Decision Intelligence Platform.",https://www.akira.ai/,FirstMark,,,,,,
Allegro,AutoML,AutoML Platform,N/A,End-to-End Automation,"Easily Develop, Orchestrate, and Automate ML workflows at scale. ClearML's 
open-source MLOps platform is your end-to-end solution. Start free!",https://www.allegro.ai/,FirstMark,,,,,,
Cubonacci,AutoML,AutoML Platform,N/A,End-to-End Automation,"Technology is evolving faster than we can keep up. Nowadays, older 
generations find it almost impossible to grasp or use technological advents…",https://www.cubonacci.com/,FirstMark,,,,,,
Domino Data Lab,AutoML,AutoML Platform,N/A,End-to-End Automation,"Domino Data Lab accelerates research, speeds model deployment, and 
increases collaboration for code-first data science teams at scale, all in 
one platform.",https://www.dominodatalab.com/,FirstMark,,,,,,
ForePaaS,AutoML,AutoML Platform,N/A,End-to-End Automation,"The ForePaaS Platform is an end-to-end, unified, automated data platform 
used to create and scale all your analytics and AI, on any cloud.",https://www.forepaas.com/,FirstMark,,,,,,
ModelOp,AutoML,AutoML Platform,N/A,End-to-End Automation,"ModelOp-an agnostic enterprise AI ModelOps platform. End-to-end AI 
goverrnance, model monitoring, accountability of model-driven initiatives.",https://www.modelop.com/,FirstMark,,,,,,
Modzy,AutoML,AutoML Platform,N/A,End-to-End Automation,"Deploy, connect, and run machine learning models in the enterprise and at 
the edge, with fully managed infrastructure, tools, and workflows. Modzy is 
the leading production platform for machine learning.",https://www.modzy.com/,FirstMark,,,,,,
Obviously AI,AutoML,AutoML Platform,N/A,End-to-End Automation,"The entire process of running Data Science - building Machine Learning 
algorithm, explaining results and predicting outcomes, packed in one single 
click.",https://www.obviously.ai/,FirstMark,,,,,,
Pachyderm,AutoML,AutoML Platform,N/A,End-to-End Automation,Data-driven pipelines automatically trigger based on detecting data changes.,https://www.pachyderm.com/,FirstMark,,,,,,
Pienso,AutoML,AutoML Platform,N/A,End-to-End Automation,Understand Text Data like never before,https://www.pienso.com/,FirstMark,,,,,,
Quickpath,AutoML,AutoML Platform,N/A,End-to-End Automation,"Through low-code data integration and activation, IT and data teams can deliver intelligence and recommendations in real-time to the places of the business where actions are taken",https://www.quickpath.com/,FirstMark,,,,,,
Stradigi AI,AutoML,AutoML Platform,N/A,End-to-End Automation,"Make AI predictions & activate insights, in minutes",https://www.stradigi.ai/,FirstMark,,,,,,
Veritone aiWARE,AutoML,AutoML Platform,N/A,End-to-End Automation,"Enterprise AI platform benefits from audio transcription and translation, 
face, voice, and object recognition, text analytics, speaker recognition, 
data correlation, and a host of other cognitive capabilities.",https://www.veritone.com/aiware/aiware-os/,FirstMark,,,,,,
Yottamine,AutoML,AutoML Platform,N/A,End-to-End Automation,"Better Big Data Predictive Analytics for Marketing, Risk, Fraud, and more. 
Our parallel SVM algorithms deliver higher speed, scale, and accuracy than 
Decision Trees, Neural Networks and other machine learning techniques. It 
runs as a public or private cloud service, controlled through scripts 
written in R and Java. It is highly automated, needing no IT help or 
parameter tuning. Try it free and then pay as you go. Yottamine delivers 
the best machine learning price performance.",https://yottamine.com/,FirstMark,,,,,,
Yields,AutoML,AutoML Platform,N/A,End-to-End Automation,"Manage your model risk with greater accuracy, security, and efficiency with 
our award-winning model risk management software- The Chiron MRM Platform",https://www.yields.io/,FirstMark,,,,,,
OctoML,AutoML,AutoML Platform,N/A,End-to-End Automation,"Using ML optimization for ML deployment our Platform ingests your trained 
model, optimizes it, packages it, and lets you deploy your trained model 
anywhere.",http://www.octoml.ai,"FirstMark, Forbes50",,,,,,
Dataiku,AutoML,AutoML Platform,N/A,End-to-End Automation,"Dataiku is the world’s leading platform for Everyday AI, systemizing the 
use of data for exceptional business results.",https://www.dataiku.com/,"FirstMark, Forbes50",,,,,,
Abacus.AI,AutoML,AutoML Platform,N/A,End-to-End Automation,"Abacus.AI is the world's first end-to-end AI platform that enables 
real-time deep learning at scale for common enterprise use cases. With our 
state-of-the-art MLOps platform, you can bring your own models, or use our 
neural network techniques to create highly-accurate models, and 
operationalize them across a wide array of use cases including forecasting, 
personalization, vision, anomaly detection and NLP.",http://abacus.ai,"FirstMark, Forbes50",,,,,,
Datagran,AutoML,AutoML Platform,N/A,End-to-End Automation,"Datagran automatically runs Machine Learning on data and moves the output 
between your business applications effortlessly, so that you can focus on 
what’s important.",https://www.datagran.io/,FirstMark,,,,,,
Nextmv,AutoML,AutoML Platform,N/A,Low code,"Build, test, deploy, and operate custom decision services for any use case 
with developer-friendly tooling and workflows for modeling and solving 
operational problems.",https://www.nextmv.io/,FirstMark,,,,,,
ML Kit,AutoML,AutoML Platform,N/A,Mobile applications,Google's on-device machine learning kit for mobile developers.,https://developers.google.com/ml-kit,FirstMark,,,,,,mobility
C3.ai,AutoML,AutoML Platform,N/A,Multi-Industry,"C3 AI is a leading enterprise AI software provider for building 
enterprise-scale AI applications and accelerating digital transformation.",https://c3.ai/,FirstMark,,,,,,
Deepset,AutoML,AutoML Platform,N/A,NLP,"* Build Natural Language Interfaces for Your Data
- NLP is at the core of modern enterprise data processing. We provide developers with the right tools to build production-ready NLP systems quickly and efficiently.",www.deepset.ai,ScaleVP,AI Tool,AutoML,,,,
Human First,AutoML,AutoML Platform,N/A,NLU,"HumanFirst is data-centric tooling for NLU designers. Create, curate, 
evaluate & fine-tune long-tail NLU with 50+ NLU design superpowers. 
Transform unstructured data into highly accurate and custom labeled data to 
power your business and artificial intelligence.",humanfirst.ai,CAI,,,,,,
CoreNLP,AutoML,AutoML Platform,N/A,Open Source,"CoreNLP is your one stop shop for natural language processing in Java! CoreNLP enables users to derive linguistic annotations for text, including token and sentence boundaries, parts of speech, named entities, numeric and time values, dependency and constituency parses, coreference, sentiment, quote attributions, and relations.",https://stanfordnlp.github.io/CoreNLP/,FirstMark,,,,,,
Polyaxon,AutoML,AutoML Platform,N/A,Open Source,"Get familiar with Polyaxon - Open source machine learning on Kubernetes, 
deep Learning on Kubernetes - MLOps Lifecycle for data-scientists & 
machine-learning engineers.",https://polyaxon.com/,FirstMark,,,,,,
FATE,AutoML,AutoML Platform,N/A,"open source, security, communicty","FedAI is a community that helps businesses and organizations build AI models effectively and collaboratively, by using data in accordance with user privacy protection, data security, data confidentiality and government regulations.",https://www.fedai.org/,FirstMark,,,,,,
Vicarious,AutoML,AutoML Platform,N/A,robotics,"Bring intelligent automation to your business. Vicarious creates scalable 
robotic solutions for highly complex tasks powered by enterprise-grade AI.",http://www.vicarious.com/,FirstMark,,,,,,
Deepset AI Haystack,AutoML,AutoML Platform,N/A,Search,Haystack is an end-to-end framework that enables you to build powerful and production-ready pipelines for different search use cases,https://github.com/deepset-ai/haystack,BWGAI,,,,,,
Nuclia,AutoML,AutoML Platform,N/A,Search (Vector),"* The API to make the unsearchable, searchable.
- Build and optimized search-experience using the low-code Nuclia search engine API to get multi-language semantic results, specific paragraphs, text or relations.",nuclia.com,ScaleVP,,,,,,
Pinecone,AutoML,AutoML Platform,N/A,Search (Vector),"* Search like you mean it
- The Pinecone vector database makes it easy to build high-performance vector search applications. Developer-friendly, fully managed, and easily scalable without infrastructure hassles.",www.pinecone.io,ScaleVP,,,,,,
Zir-ai,AutoML,AutoML Platform,N/A,Search (Vector),"* The AI-powered platform for search.
- Harness the power of advanced neural networks to search your textual data with unrivaled accuracy. All with simple, scalable APIs and zero maintenance.",www.vectara.com,ScaleVP,,,,,,
Kaldi,AutoML,AutoML Platform,N/A,Speech Recgonition,"Kaldi is a toolkit for speech recognition, intended for use by speech recognition researchers and professionals.",kaldi-asr.org,CAI,,,,,,
VoiceGain,AutoML,AutoML Platform,N/A,Speech-to-text,"Voicegain helps developers build awesome voice-enabled apps by providing 
them with the most accurate, affordable, accessible Speech-to-Text platform.",voicegain.ai,CAI,,,,,,
Roboflow,AutoML,AutoML Platform,N/A,synthetic data,"With just a few dozen example images, you can train a working, 
state-of-the-art computer vision model in less than 24 hours.",https://roboflow.com/,FirstMark,,,,,,
Supervisely,AutoML,AutoML Platform,N/A,synthetic data,"Annotate images, videos, LiDAR and DICOM datasets, collaborate and train 
neural networks with world class ecosystem for AI",https://supervise.ly/,FirstMark,,,,,,
Diffgram,AutoML,AutoML Platform,N/A,,"Diffgram is a complete training data platform for machine learning 
delivered as a single application. Our Open Source platform takes care of 
Data Labeling, Workflow, Automation, Exploring, Streaming, and so much more!",https://diffgram.com/,FirstMark,,,,,,
Petuum,AutoML,AutoML Platform,N/A,,"Petuum is a composable platform that enables automatic and scalable MLOps. 
It enables deployment of machine learning models at scale. Learn more about 
it today.",http://www.petuum.com,FirstMark,,,,,,
Numenta,AutoML,AutoML Platform,N/A,,"Our algorithms, data structures and architectures help increase time to value, improve model development, accelerate training, and reduce costs and energy consumption.",http://numenta.com/,FirstMark,,,,,,
4Paradigm,AutoML,AutoML Platform,N/A,,"4Paradigm provides platform-centric artificial intelligence solutions, and uses core technologies to develop end-to-end enterprise-level artificial intelligence products, and is committed to solving the problems of efficiency, cost, and value faced by enterprises in the process of intelligent transformation, and improving enterprise decision-making Level.",http://www.4paradigm.com,FirstMark,,,,,,
SkyMind,AutoML,AutoML Platform,N/A,,Use AI for Simulation Optimization and Deploy It in Business Operations,http://www.skymind.io/,FirstMark,,,,,,
Voyager Labs,AutoML,AutoML Platform,N/A,,"Voyager Labs, a world leader in advanced AI-based investigation solutions, 
empowers organizations worldwide to gain deep investigative insights.",http://www.voyagerlabs.co,FirstMark,,,,,,
Peltarion,AutoML,AutoML Platform,N/A,,"With our AI platform, you can build your own deep learning models and 
benefit from the smart things with real-world use of artificial intelligence",https://peltarion.com/,FirstMark,,,,,,
Scaled Inference,AutoML,AutoML Platform,N/A,,Artificial Intelligence & Machine Learning Tools,https://scaledinference.com/,FirstMark,,,,,,
MetaMind,AutoML,AutoML Platform,N/A,,We help build AI Advisors.,https://www.metamind.io/,FirstMark,,,,,,
CognitiveScale,AutoML,AutoML Platform,N/A,,"CognitiveScale is a scalable and Award Winning Artificial Intelligence 
development platform and is the leader in trust, governance and transparency",https://www.cognitivescale.com/,FirstMark,,,,,,
Forefront,AutoML,AutoML Platform,N/A,,"* Powerful NLP tools a click away
- Join leading teams building the next wave of world-changing applications.
- Use pre-built solutions or large language models to quickly build NLP-enabled products and workflows.",www.forefront.ai,ScaleVP,AI Tool,AutoML,,,,
Yurts.ai,AutoML,AutoML Platform,N/A,,"* Focus on building great applications, not building models
- Yurts ai is the application development platform that makes large model architectures accesssible and affordable",www.yurts.ai,"ScaleVP, BWGAI",AI Tool,Automl,,,,
CohereAI,AutoML,AutoML Platform,N/A,,"Cohere provides access to advanced Large Language Models and NLP tools 
through one easy-to-use API. Get started for free.",https://cohere.ai/,FirstMark,,,,,,
Mantium,AutoML,AutoML Platform,N/A,,"* Build AI applications in minutes and manage them at scale.
- Use state of the art language models to build AI applications and automations, and manage them in our low-code cloud platform.",www.mantiumai.com,ScaleVP,,,,,,
Skydio,AutoML,Data Analytics for Business Decisions,N/A,Autonomous Vehicles,"Skydio Autonomous Drones for business, public safety and creative endeavors.",http://skydio.com,FirstMark,,,,,,
Third Wave Automation,AutoML,Data Analytics for Business Decisions,N/A,Autonomous Vehicles,"Third Wave Automation’s Collaborative Autonomy Platform™ combines hybrid 
autonomous vehicles and intelligent fleet management to provide materials 
handling solutions that improve over time.",https://www.thirdwave.ai/,FirstMark,,,,,,
Information Builders,AutoML,Data Analytics for Business Decisions,N/A,BI Platforms,"A full stack data management and business intelligence solution provides 
trusted and business-ready data, for all users and for all use cases.",https://www.informationbuilders.com/,FirstMark,,,,,,
GoodData,AutoML,Data Analytics for Business Decisions,N/A,BI Platforms,"GoodData is a BI and data analytics platform built to create real-time 
dashboards and low-code/no-code analytics applications with open APIs.",http://www.gooddata.com/,FirstMark,,,,,,
Kyvos Insights,AutoML,Data Analytics for Business Decisions,N/A,BI Platforms,"Kyvos Cloud BI Acceleration Platform helps you transform your business with 
faster & deeper insights, lets you analyze all your data using your 
existing BI tool while optimizing resource consumption & reducing cloud 
costs.",http://www.kyvosinsights.com/,FirstMark,,,,,,
Qlik,AutoML,Data Analytics for Business Decisions,N/A,BI Platforms,"Qlik closes the gaps between data, insights and action with the only cloud platform built for Active Intelligence.",http://www.qlik.com/,FirstMark,,,,,,
Amazon QuickSight,AutoML,Data Analytics for Business Decisions,N/A,BI Platforms,"Amazon QuickSight is a cloud-native, serverless, business intelligence with 
native ML integrations and usage-based pricing, allowing insights for all 
users.",https://aws.amazon.com/quicksight/,FirstMark,,,,,,
Domo,AutoML,Data Analytics for Business Decisions,N/A,BI Platforms,"Domo is where integration, BI & analytics, and data apps come together to 
power everyday work.",https://www.domo.com/,FirstMark,,,,,,
Jaspersoft,AutoML,Data Analytics for Business Decisions,N/A,BI Platforms,"TIBCO Jaspersoft embedded analytics software is the most flexible, 
customizable, and developer-friendly BI platform in the world. Design, 
embed, and manage reports & analytics with programmatic control.",https://www.jaspersoft.com/,FirstMark,,,,,,
Lightdash,AutoML,Data Analytics for Business Decisions,N/A,BI Platforms,"Instantly turn your dbt project into a full-stack BI platform. Analysts 
write metrics and Lightdash enables self-serve for the entire business.",https://www.lightdash.com/,FirstMark,,,,,,
Microstrategy,AutoML,Data Analytics for Business Decisions,N/A,BI Platforms,"MicroStrategy is the enterprise analytics platform built for disruption. We 
focus on elevated data experiences that fuel innovation across all 
organizations.",https://www.microstrategy.com/us,FirstMark,,,,,,
Caserta Concepts,AutoML,Data Analytics for Business Decisions,N/A,Constultancy,"Data and analytics consulting to help create a working data strategy, and 
modern data architecture to exceed your business goals.",http://casertaconcepts.com/,FirstMark,,,,,,
Valiance Solutions,AutoML,Data Analytics for Business Decisions,N/A,Constultancy,"Valiance is a leading AI & Data analytics solutions provider using cutting 
edge ML algorithms, Data engineering & Cloud technology.",http://valiancesolutions.com/,FirstMark,,,,,,
DataKind,AutoML,Data Analytics for Business Decisions,N/A,Constultancy,Harnessing the power of data science + AI in the service of humanity,http://www.datakind.org/,FirstMark,,,,,,
EXL Analytics,AutoML,Data Analytics for Business Decisions,N/A,Constultancy,"EXL offers the domain-specific advanced analytics and AI solutions you need 
to make better, faster decisions in today’s millisecond economy.",http://www.exlservice.com/analytics/,FirstMark,,,,,,
Fast Forward Labs,AutoML,Data Analytics for Business Decisions,N/A,Constultancy,Cloudera Fast Forward Labs Research accelerates your data and machine learning initiatives with a research subscription and working prototypes.,http://www.fastforwardlabs.com/,FirstMark,,,,,,
Mu Sigma,AutoML,Data Analytics for Business Decisions,N/A,Constultancy,"Explore MuSigma, a category defining data analytics firm providing big data 
services, decision sciences and helping enterprises in data-driven decision 
making.",http://www.mu-sigma.com/,FirstMark,,,,,,
